Year,Monthly_anomaly,Monthly_uncertainty,Annual_anomaly,Annual_uncertainty,Five-year_anomaly,Five-year_uncertainty,Ten-year_anomaly,Ten-year_uncertainty,Twenty-year_anomaly,Twenty-year_uncertainty,
1841,12,-0.625,2.173,-0.382,0.772,-0.443,0.672,-0.448,0.636,-0.425,0.533
1842,1,-2.501,2.034,-0.19,0.869,-0.442,0.679,-0.433,0.617,-0.418,0.538
1842,2,0.018,1.49,-0.12,0.869,-0.465,0.668,-0.447,0.586,-0.419,0.537
1842,3,1.025,1.386,-0.224,0.855,-0.447,0.673,-0.432,0.581,-0.415,0.54
1842,4,-1.327,1.905,-0.335,0.833,-0.435,0.65,-0.415,0.576,-0.412,0.538
1842,5,0.24,1.988,-0.405,0.754,-0.431,0.65,-0.395,0.57,-0.416,0.538
1842,6,2.497,2.942,-0.351,0.675,-0.469,0.636,-0.405,0.568,-0.418,0.537
1842,7,0.442,1.78,-0.152,0.69,-0.489,0.645,-0.406,0.566,-0.422,0.539
1842,8,0.159,1.48,-0.081,0.717,-0.521,0.641,-0.417,0.566,-0.426,0.539
1842,9,-1.565,1.045,-0.146,0.662,-0.503,0.634,-0.41,0.571,-0.428,0.541
1842,10,-2.235,1.085,0.06,0.744,-0.503,0.637,-0.403,0.554,-0.427,0.539
1842,11,-0.987,1.057,0.051,0.804,-0.54,0.636,-0.394,0.545,-0.415,0.539
1842,12,0.028,1.801,-0.267,0.78,-0.577,0.621,-0.409,0.537,-0.403,0.539
1843,1,-0.116,1.526,-0.401,0.739,-0.58,0.607,-0.43,0.512,-0.396,0.545
1843,2,0.872,2.101,-0.448,0.762,-0.598,0.606,-0.424,0.502,-0.414,0.54
1843,3,0.237,1.242,-0.383,0.7,-0.583,0.614,-0.435,0.486,-0.416,0.544
1843,4,1.155,1.406,-0.204,0.732,-0.575,0.602,-0.428,0.472,-0.413,0.546
1843,5,0.122,2.639,-0.286,0.683,-0.57,0.609,-0.42,0.475,-0.426,0.55
1843,6,-1.315,1.145,-0.342,0.733,-0.558,0.61,-0.426,0.477,-0.437,0.552
1843,7,-1.166,1.974,-0.411,0.809,-0.516,0.619,-0.425,0.479,-0.433,0.554
1843,8,-0.403,1.482,-0.603,0.798,-0.506,0.639,-0.43,0.474,-0.43,0.56
1843,9,-0.789,2.716,-0.667,0.8,-0.496,0.618,-0.426,0.47,-0.425,0.56
1843,10,-0.089,2.156,-0.73,0.901,-0.488,0.595,-0.428,0.469,-0.423,0.565
1843,11,-1.97,1.654,-0.861,1.055,-0.504,0.593,-0.45,0.472,-0.425,0.563
1843,12,-0.638,2.334,-0.693,1.073,-0.459,0.586,-0.44,0.483,-0.434,0.565
1844,1,-0.948,1.754,-0.611,1.037,-0.401,0.588,-0.425,0.486,-0.443,0.56
1844,2,-1.434,0.773,-0.649,1.006,-0.378,0.567,-0.416,0.5,-0.446,0.562
1844,3,-0.529,1.277,-0.638,0.902,-0.361,0.563,-0.421,0.499,-0.45,0.563
1844,4,0.395,1.647,-0.701,0.763,-0.375,0.564,-0.434,0.503,-0.449,0.565
1844,5,-1.445,1.758,-0.575,0.716,-0.373,0.551,-0.431,0.501,-0.457,0.565
1844,6,0.698,1.034,-0.657,0.689,-0.408,0.508,-0.429,0.502,-0.467,0.559
1844,7,-0.177,1.439,-0.635,0.753,-0.356,0.493,-0.421,0.504,-0.471,0.56
1844,8,-0.864,1.241,-0.741,0.787,-0.376,0.469,-0.424,0.498,-0.466,0.563
1844,9,-0.656,1.342,-0.81,0.767,-0.407,0.455,-0.42,0.5,-0.467,0.558
1844,10,-0.841,1.49,-0.892,0.769,-0.392,0.473,-0.408,0.495,-0.469,0.561
1844,11,-0.456,1.172,-0.93,0.691,-0.379,0.474,-0.41,0.496,-0.475,0.566
1844,12,-1.627,1.795,-1.041,0.681,-0.415,0.465,-0.426,0.484,-0.479,0.565
1845,1,-0.678,2.441,-1.119,0.595,-0.417,0.461,-0.445,0.481,-0.489,0.564
1845,2,-2.715,1.699,-1.128,0.574,-0.428,0.46,-0.429,0.48,-0.488,0.555
1845,3,-1.353,1.303,-1.109,0.509,-0.412,0.466,-0.413,0.492,-0.492,0.551
1845,4,-0.587,1.321,-1.082,0.48,-0.371,0.467,-0.398,0.496,-0.495,0.553
1845,5,-1.902,1.06,-1.035,0.532,-0.361,0.462,-0.411,0.498,-0.504,0.552
1845,6,-0.634,1.047,-0.976,0.497,-0.38,0.461,-0.417,0.492,-0.509,0.548
1845,7,-1.119,1.1,-0.854,0.663,-0.439,0.449,-0.414,0.491,-0.514,0.543
1845,8,-0.971,0.937,-0.568,0.753,-0.448,0.424,-0.418,0.498,-0.509,0.543
1845,9,-0.421,1.615,-0.374,0.804,-0.471,0.426,-0.415,0.501,-0.507,0.54
1845,10,-0.527,1.37,-0.308,0.872,-0.49,0.424,-0.419,0.499,-0.504,0.539
1845,11,0.116,1.909,-0.164,0.899,-0.484,0.435,-0.42,0.494,-0.504,0.539
1845,12,-0.926,1.742,0.088,0.963,-0.47,0.443,-0.414,0.482,-0.498,0.537
1846,1,0.794,4.305,0.318,0.982,-0.446,0.437,-0.404,0.48,-0.488,0.536
1846,2,0.713,1.358,0.458,0.912,-0.439,0.431,-0.415,0.494,-0.482,0.535
1846,3,0.978,0.808,0.548,0.834,-0.437,0.437,-0.427,0.49,-0.48,0.533
1846,4,0.203,2.338,0.449,0.827,-0.456,0.445,-0.423,0.481,-0.478,0.53
1846,5,-0.179,1.266,0.437,0.875,-0.456,0.442,-0.442,0.486,-0.472,0.527
1846,6,2.397,2.024,0.284,0.879,-0.446,0.436,-0.435,0.488,-0.476,0.526
1846,7,1.646,1.828,0.27,0.9,-0.43,0.413,-0.425,0.492,-0.481,0.52
1846,8,0.701,1.341,0.113,1.009,-0.398,0.426,-0.413,0.493,-0.481,0.516
1846,9,0.658,1.072,-0.036,1.106,-0.405,0.439,-0.416,0.496,-0.479,0.514
1846,10,-1.713,1.351,-0.088,1.149,-0.438,0.434,-0.407,0.505,-0.478,0.509
1846,11,-0.022,1.695,0.008,1.183,-0.419,0.436,-0.426,0.5,-0.478,0.506
1846,12,-2.767,2.79,-0.163,1.241,-0.415,0.45,-0.425,0.493,-0.475,0.502
1847,1,0.627,3.09,-0.274,1.201,-0.401,0.456,-0.402,0.497,-0.48,0.5
1847,2,-1.176,2.88,-0.37,1.097,-0.383,0.458,-0.414,0.494,-0.487,0.491
1847,3,-0.806,1.942,-0.476,1.031,-0.392,0.468,-0.424,0.493,-0.476,0.495
1847,4,-0.424,1.884,-0.319,1.014,-0.38,0.477,-0.407,0.495,-0.468,0.494
1847,5,0.971,1.465,-0.346,0.952,-0.388,0.486,-0.414,0.495,-0.471,0.49
1847,6,0.346,1.697,-0.209,0.737,-0.383,0.491,-0.441,0.49,-0.478,0.486
1847,7,0.319,1.46,-0.568,0.584,-0.401,0.509,-0.446,0.49,-0.478,0.487
1847,8,-0.457,1.152,-0.441,0.585,-0.337,0.541,-0.454,0.487,-0.486,0.485
1847,9,-0.605,1.205,-0.466,0.594,-0.322,0.561,-0.447,0.491,-0.482,0.486
1847,10,0.168,1.129,-0.431,0.607,-0.292,0.588,-0.428,0.5,-0.481,0.481
1847,11,-0.354,1.073,-0.474,0.596,-0.282,0.589,-0.401,0.502,-0.471,0.479
1847,12,-1.117,1.543,-0.543,0.536,-0.258,0.59,-0.388,0.507,-0.474,0.472
1848,1,-3.681,1.115,-0.545,0.539,-0.247,0.589,-0.38,0.515,-0.48,0.463
1848,2,0.341,2.185,-0.507,0.553,-0.237,0.592,-0.412,0.503,-0.478,0.465
1848,3,-1.097,1.064,-0.512,0.543,-0.248,0.589,-0.435,0.51,-0.48,0.459
1848,4,-0.001,1.44,-0.626,0.579,-0.262,0.578,-0.439,0.514,-0.468,0.457
1848,5,0.447,1.536,-0.759,0.56,-0.27,0.568,-0.459,0.518,-0.467,0.458
1848,6,-0.475,1.608,-0.672,0.618,-0.27,0.57,-0.46,0.518,-0.46,0.458
1848,7,0.295,1.241,-0.365,0.59,-0.291,0.561,-0.459,0.509,-0.466,0.455
1848,8,-0.001,1.01,-0.352,0.655,-0.325,0.575,-0.457,0.508,-0.471,0.452
1848,9,-0.667,1.2,-0.339,0.762,-0.359,0.578,-0.458,0.513,-0.465,0.448
1848,10,-1.201,1.667,-0.474,0.828,-0.358,0.566,-0.466,0.519,-0.461,0.447
1848,11,-1.952,1.456,-0.533,0.823,-0.381,0.58,-0.455,0.515,-0.459,0.446
1848,12,-0.068,2.07,-0.418,0.834,-0.411,0.584,-0.463,0.504,-0.455,0.447
1849,1,0,1.673,-0.388,0.831,-0.45,0.579,-0.46,0.492,-0.454,0.449
1849,2,0.493,2.215,-0.37,0.847,-0.449,0.584,-0.455,0.494,-0.452,0.452
1849,3,-0.934,1.747,-0.413,0.837,-0.471,0.587,-0.451,0.495,-0.45,0.451
1849,4,-1.618,1.664,-0.323,0.85,-0.439,0.598,-0.448,0.497,-0.442,0.451
1849,5,-0.266,1.073,-0.237,0.899,-0.48,0.573,-0.447,0.496,-0.445,0.446
1849,6,0.903,1.343,-0.342,0.72,-0.442,0.572,-0.465,0.495,-0.453,0.444
1849,7,0.661,1.356,-0.487,0.69,-0.447,0.562,-0.475,0.501,-0.446,0.442
1849,8,0.213,1.769,-0.434,0.684,-0.453,0.569,-0.467,0.499,-0.447,0.438
1849,9,-1.192,1.388,-0.396,0.666,-0.441,0.574,-0.454,0.503,-0.437,0.441
1849,10,-0.117,0.815,-0.161,0.775,-0.422,0.562,-0.448,0.512,-0.433,0.435
1849,11,-0.924,1.35,-0.246,0.767,-0.448,0.57,-0.455,0.517,-0.431,0.433
1849,12,-1.321,1.04,-0.255,0.716,-0.466,0.566,-0.453,0.52,-0.439,0.432
1850,1,-1.745,1.483,-0.348,0.716,-0.475,0.564,-0.464,0.53,-0.437,0.433
1850,2,1.131,2.333,-0.395,0.665,-0.48,0.559,-0.437,0.528,-0.447,0.429
1850,3,-0.473,1.921,-0.386,0.743,-0.482,0.562,-0.436,0.533,-0.439,0.436
1850,4,1.204,1.774,-0.493,0.693,-0.484,0.574,-0.435,0.542,-0.441,0.434
1850,5,-1.287,1.622,-0.444,0.552,-0.442,0.585,-0.441,0.543,-0.437,0.433
1850,6,0.79,0.954,-0.409,0.585,-0.396,0.605,-0.454,0.544,-0.445,0.427
1850,7,-0.449,1.216,-0.307,0.605,-0.32,0.631,-0.451,0.54,-0.445,0.425
1850,8,-0.359,1.402,-0.509,0.592,-0.376,0.623,-0.438,0.539,-0.449,0.428
1850,9,-1.077,1.547,-0.56,0.505,-0.399,0.632,-0.446,0.529,-0.456,0.424
1850,10,-1.403,1.083,-0.635,0.467,-0.388,0.641,-0.452,0.53,-0.45,0.425
1850,11,-0.344,2.011,-0.66,0.562,-0.434,0.64,-0.464,0.529,-0.444,0.424
1850,12,-0.902,1.827,-0.677,0.659,-0.45,0.64,-0.463,0.536,-0.435,0.421
1851,1,-0.51,1.086,-0.697,0.695,-0.471,0.628,-0.457,0.523,-0.432,0.422
1851,2,-1.296,1.627,-0.605,0.737,-0.474,0.637,-0.461,0.523,-0.434,0.427
1851,3,-1.084,1.056,-0.566,0.802,-0.479,0.64,-0.462,0.526,-0.431,0.429
1851,4,0.3,1.202,-0.433,0.855,-0.477,0.647,-0.466,0.518,-0.429,0.422
1851,5,-1.582,1.666,-0.612,0.866,-0.454,0.643,-0.47,0.518,-0.434,0.421
1851,6,0.585,1.69,-0.577,0.928,-0.48,0.623,-0.491,0.515,-0.433,0.415
1851,7,-0.69,1.332,-0.508,0.894,-0.49,0.613,-0.506,0.508,-0.431,0.412
1851,8,0.748,1.609,-0.527,0.783,-0.511,0.596,-0.509,0.509,-0.421,0.411
1851,9,-0.618,1.923,-0.443,0.851,-0.496,0.581,-0.526,0.508,-0.419,0.41
1851,10,0.198,1.799,-0.408,0.76,-0.458,0.592,-0.517,0.509,-0.41,0.411
1851,11,-2.494,1.021,-0.33,0.743,-0.474,0.589,-0.525,0.498,-0.408,0.408
1851,12,-0.479,1.056,-0.437,0.725,-0.515,0.571,-0.503,0.496,-0.404,0.403
1852,1,0.318,1.745,-0.398,0.731,-0.548,0.578,-0.527,0.487,-0.395,0.408
1852,2,-1.521,1.386,-0.523,0.713,-0.551,0.578,-0.527,0.488,-0.395,0.405
1852,3,-0.077,1.287,-0.533,0.743,-0.516,0.574,-0.52,0.482,-0.397,0.404
1852,4,0.717,1.299,-0.545,0.678,-0.517,0.579,-0.521,0.478,-0.386,0.409
1852,5,-0.64,1.507,-0.154,0.759,-0.522,0.58,-0.547,0.473,-0.387,0.405
1852,6,-0.707,0.981,0.02,0.773,-0.523,0.587,-0.551,0.469,-0.398,0.4
1852,7,-0.217,1.081,0.067,0.808,-0.528,0.598,-0.55,0.47,-0.395,0.395
1852,8,-0.75,1.405,-0.06,0.8,-0.537,0.563,-0.555,0.468,-0.4,0.392
1852,9,-0.746,0.909,-0.257,0.776,-0.549,0.553,-0.554,0.471,-0.403,0.391
1852,10,0.053,1.072,-0.261,0.793,-0.578,0.558,-0.56,0.475,-0.391,0.393
1852,11,2.197,1.511,-0.401,0.741,-0.601,0.559,-0.547,0.477,-0.393,0.392
1852,12,1.612,1.296,-0.462,0.739,-0.649,0.56,-0.54,0.478,-0.395,0.393
1853,1,0.882,1.708,-0.526,0.695,-0.656,0.556,-0.529,0.479,-0.397,0.394
1853,2,-3.047,1.801,-0.479,0.704,-0.639,0.549,-0.533,0.484,-0.404,0.39
1853,3,-2.444,1.518,-0.494,0.717,-0.643,0.534,-0.526,0.484,-0.407,0.393
1853,4,0.679,0.664,-0.592,0.709,-0.641,0.532,-0.508,0.49,-0.409,0.396
1853,5,-2.319,1.004,-0.82,0.618,-0.659,0.533,-0.514,0.483,-0.415,0.394
1853,6,-1.447,0.945,-1.093,0.579,-0.657,0.54,-0.494,0.481,-0.406,0.392
1853,7,-0.988,1.045,-1.215,0.442,-0.622,0.535,-0.506,0.475,-0.398,0.387
1853,8,-0.176,1.132,-1.025,0.524,-0.596,0.52,-0.512,0.475,-0.396,0.382
1853,9,-0.932,0.945,-0.826,0.494,-0.566,0.518,-0.503,0.474,-0.398,0.383
1853,10,-1.115,1.223,-0.827,0.559,-0.575,0.51,-0.493,0.471,-0.401,0.382
1853,11,-0.542,0.732,-0.737,0.509,-0.559,0.497,-0.468,0.472,-0.394,0.382
1853,12,-1.662,1.061,-0.746,0.437,-0.571,0.49,-0.469,0.461,-0.396,0.381
1854,1,-0.585,1.346,-0.771,0.528,-0.561,0.479,-0.483,0.464,-0.397,0.377
1854,2,-0.774,0.944,-0.752,0.527,-0.569,0.471,-0.489,0.454,-0.396,0.382
1854,3,-0.045,0.87,-0.598,0.49,-0.582,0.473,-0.478,0.446,-0.396,0.385
1854,4,0.657,1.49,-0.521,0.464,-0.596,0.457,-0.45,0.445,-0.394,0.386
1854,5,-1.231,0.594,-0.581,0.575,-0.57,0.457,-0.459,0.443,-0.382,0.384
1854,6,-1.555,0.885,-0.556,0.648,-0.564,0.448,-0.478,0.434,-0.382,0.383
1854,7,-1.288,1.209,-0.676,0.784,-0.608,0.433,-0.472,0.431,-0.381,0.38
1854,8,0.05,0.811,-0.565,0.678,-0.601,0.432,-0.469,0.427,-0.373,0.376
1854,9,0.912,0.7,-0.66,0.659,-0.599,0.415,-0.454,0.427,-0.371,0.375
1854,10,-0.186,1.239,-0.758,0.654,-0.621,0.42,-0.458,0.421,-0.372,0.376
1854,11,-1.27,1.391,-0.877,0.639,-0.645,0.404,-0.453,0.415,-0.374,0.376
1854,12,-1.352,3.388,-0.925,0.675,-0.637,0.401,-0.452,0.419,-0.377,0.378
1855,1,-2.036,1.563,-0.886,0.646,-0.626,0.402,-0.429,0.419,-0.375,0.384
1855,2,0.569,2.104,-0.839,0.621,-0.63,0.402,-0.465,0.408,-0.366,0.387
1855,3,-1.19,1.116,-1.025,0.542,-0.626,0.404,-0.465,0.4,-0.371,0.389
1855,4,-0.523,1.298,-1.114,0.514,-0.636,0.399,-0.485,0.389,-0.367,0.391
1855,5,-2.652,0.85,-1.125,0.505,-0.653,0.391,-0.464,0.384,-0.36,0.391
1855,6,-2.137,1.031,-1.078,0.62,-0.683,0.371,-0.473,0.379,-0.352,0.391
1855,7,-0.817,0.383,-0.777,0.688,-0.739,0.347,-0.477,0.376,-0.349,0.386
1855,8,0.613,0.841,-0.805,0.666,-0.689,0.36,-0.481,0.374,-0.348,0.386
1855,9,-1.311,1.911,-0.642,0.666,-0.653,0.362,-0.496,0.366,-0.341,0.384
1855,10,-1.256,1.7,-0.622,0.703,-0.629,0.368,-0.481,0.369,-0.341,0.383
1855,11,-1.412,0.639,-0.45,0.693,-0.594,0.364,-0.468,0.372,-0.343,0.384
1855,12,-0.787,1.684,-0.286,0.615,-0.537,0.366,-0.456,0.378,-0.347,0.388
1856,1,1.578,0.875,-0.224,0.61,-0.541,0.363,-0.46,0.379,-0.353,0.382
1856,2,0.24,1.67,-0.254,0.624,-0.551,0.359,-0.453,0.374,-0.353,0.384
1856,3,0.756,0.997,-0.259,0.602,-0.528,0.363,-0.436,0.379,-0.365,0.388
1856,4,-0.277,0.546,-0.208,0.523,-0.51,0.359,-0.436,0.376,-0.362,0.387
1856,5,-0.592,0.895,-0.169,0.482,-0.482,0.364,-0.425,0.368,-0.364,0.387
1856,6,-0.171,1.398,-0.112,0.422,-0.458,0.37,-0.432,0.355,-0.378,0.382
1856,7,-0.067,1.155,-0.437,0.358,-0.476,0.375,-0.436,0.347,-0.388,0.377
1856,8,0.247,1.191,-0.549,0.313,-0.468,0.37,-0.429,0.345,-0.392,0.374
1856,9,-1.37,1.39,-0.61,0.223,-0.459,0.365,-0.422,0.343,-0.398,0.373
1856,10,-0.64,0.746,-0.635,0.236,-0.442,0.354,-0.414,0.336,-0.392,0.372
1856,11,-0.942,0.569,-0.761,0.276,-0.443,0.353,-0.389,0.334,-0.387,0.37
1856,12,-0.107,0.872,-0.765,0.379,-0.44,0.361,-0.384,0.332,-0.37,0.373
1857,1,-2.322,1.228,-0.721,0.429,-0.395,0.358,-0.388,0.336,-0.369,0.378
1857,2,-1.102,1.329,-0.826,0.413,-0.387,0.36,-0.376,0.333,-0.356,0.387
1857,3,0.025,1.366,-0.756,0.437,-0.393,0.358,-0.37,0.332,-0.35,0.388
1857,4,-0.578,0.836,-0.746,0.462,-0.4,0.35,-0.366,0.341,-0.338,0.386
1857,5,-2.101,0.727,-0.572,0.475,-0.383,0.348,-0.361,0.333,-0.341,0.385
1857,6,-0.225,1.378,-0.578,0.424,-0.38,0.357,-0.355,0.327,-0.338,0.382
1857,7,0.461,1.34,-0.588,0.425,-0.33,0.348,-0.345,0.32,-0.342,0.382
1857,8,-1.007,1.089,-0.5,0.47,-0.393,0.342,-0.347,0.321,-0.342,0.379
1857,9,-0.535,1.379,-0.525,0.474,-0.38,0.33,-0.359,0.316,-0.345,0.376
1857,10,-0.525,0.962,-0.303,0.489,-0.391,0.318,-0.354,0.316,-0.349,0.38
1857,11,1.155,1.305,-0.147,0.513,-0.328,0.313,-0.384,0.317,-0.349,0.381
1857,12,-0.18,1.182,0.036,0.561,-0.297,0.297,-0.402,0.316,-0.352,0.382
1858,1,-2.448,1.56,-0.104,0.498,-0.298,0.293,-0.415,0.312,-0.34,0.385
1858,2,-0.039,1.031,-0.082,0.503,-0.323,0.293,-0.395,0.315,-0.344,0.391
1858,3,-0.28,0.666,-0.001,0.503,-0.35,0.285,-0.379,0.316,-0.339,0.396
1858,4,2.094,1.382,0.041,0.516,-0.32,0.28,-0.38,0.317,-0.336,0.399
1858,5,-0.239,0.888,0.039,0.479,-0.278,0.281,-0.37,0.31,-0.331,0.397
1858,6,1.975,0.883,0.034,0.448,-0.255,0.281,-0.352,0.309,-0.322,0.394
1858,7,-1.217,0.781,0.099,0.452,-0.298,0.29,-0.337,0.31,-0.325,0.391
1858,8,-0.746,1.169,0.08,0.448,-0.31,0.302,-0.336,0.308,-0.327,0.389
1858,9,0.437,1.265,0.14,0.442,-0.305,0.318,-0.338,0.313,-0.332,0.387
1858,10,-0.023,0.903,0.105,0.444,-0.297,0.331,-0.335,0.305,-0.335,0.391
1858,11,1.139,1.175,0.02,0.427,-0.292,0.338,-0.333,0.31,-0.331,0.39
1858,12,-0.245,0.982,-0.258,0.428,-0.292,0.317,-0.329,0.324,-0.32,0.389
1859,1,-1.669,1.448,-0.041,0.447,-0.311,0.31,-0.333,0.331,-0.319,0.392
1859,2,-0.269,1.489,0.064,0.399,-0.289,0.32,-0.338,0.341,-0.318,0.392
1859,3,0.447,1.307,0.075,0.37,-0.263,0.341,-0.342,0.347,-0.325,0.392
1859,4,1.674,1.256,0.028,0.361,-0.231,0.354,-0.34,0.351,-0.313,0.39
1859,5,-1.261,1.647,-0.087,0.354,-0.208,0.343,-0.318,0.353,-0.315,0.387
1859,6,-1.358,1.418,-0.167,0.383,-0.204,0.339,-0.298,0.359,-0.318,0.386
1859,7,1.386,1.24,0.054,0.365,-0.168,0.37,-0.288,0.355,-0.319,0.383
1859,8,0.512,0.748,-0.191,0.341,-0.15,0.371,-0.279,0.354,-0.32,0.381
1859,9,0.568,1.521,-0.265,0.401,-0.141,0.371,-0.289,0.353,-0.313,0.379
1859,10,-0.586,1.02,-0.503,0.345,-0.111,0.39,-0.295,0.348,-0.314,0.38
1859,11,-0.24,0.894,-0.3,0.369,-0.077,0.389,-0.293,0.339,-0.315,0.379
1859,12,-1.204,1.493,-0.21,0.377,-0.072,0.39,-0.302,0.327,-0.316,0.385
1860,1,0.977,1.257,-0.401,0.438,-0.064,0.38,-0.285,0.325,-0.317,0.39
1860,2,-3.208,0.529,-0.516,0.524,-0.065,0.383,-0.295,0.328,-0.322,0.391
1860,3,-0.441,2.081,-0.807,0.439,-0.091,0.382,-0.306,0.326,-0.321,0.388
1860,4,-1.184,0.57,-0.716,0.591,-0.073,0.398,-0.299,0.322,-0.323,0.39
1860,5,1.182,0.721,-0.604,0.66,-0.115,0.393,-0.278,0.324,-0.312,0.393
1860,6,-0.283,0.561,-0.452,0.627,-0.121,0.396,-0.25,0.323,-0.305,0.391
1860,7,-0.907,1.523,-0.617,0.735,-0.091,0.41,-0.247,0.321,-0.301,0.39
1860,8,-0.866,1.212,-0.391,0.804,-0.102,0.384,-0.259,0.326,-0.304,0.389
1860,9,-2.921,0.733,-0.268,0.825,-0.105,0.393,-0.237,0.338,-0.296,0.39
1860,10,0.502,2.034,-0.148,0.933,-0.131,0.389,-0.23,0.342,-0.286,0.387
1860,11,1.109,0.632,-0.272,0.968,-0.146,0.373,-0.221,0.348,-0.29,0.39
1860,12,0.619,1.246,-0.265,0.889,-0.167,0.374,-0.231,0.357,-0.294,0.395
1861,1,-1.011,2.824,-0.289,0.797,-0.132,0.38,-0.25,0.36,-0.306,0.396
1861,2,-0.493,1.117,-0.084,0.81,-0.122,0.378,-0.245,0.369,-0.297,0.398
1861,3,1.041,2.248,0.176,0.92,-0.149,0.403,-0.267,0.374,-0.292,0.4
1861,4,0.248,1.686,0.237,0.825,-0.161,0.408,-0.257,0.383,-0.281,0.4
1861,5,-0.303,0.702,0.181,0.788,-0.185,0.424,-0.258,0.387,-0.273,0.396
1861,6,-0.201,1.139,0.144,0.701,-0.2,0.472,-0.264,0.379,-0.285,0.392
1861,7,-1.197,0.936,0.21,0.647,-0.191,0.47,-0.27,0.372,-0.28,0.39
1861,8,1.598,1.227,0.251,0.538,-0.208,0.495,-0.274,0.365,-0.283,0.385
1861,9,0.197,1.033,0.212,0.476,-0.224,0.501,-0.27,0.374,-0.286,0.38
1861,10,1.239,0.941,0.292,0.507,-0.238,0.518,-0.266,0.376,-0.283,0.378
1861,11,0.441,0.559,0.313,0.473,-0.194,0.539,-0.25,0.376,-0.277,0.379
1861,12,0.172,1.103,0.335,0.545,-0.156,0.554,-0.237,0.375,-0.288,0.381
1862,1,-0.215,1.799,0.517,0.562,-0.18,0.556,-0.21,0.385,-0.289,0.38
1862,2,-0.012,1.396,0.295,0.531,-0.171,0.558,-0.185,0.397,-0.278,0.382
1862,3,0.578,1.032,0.101,0.489,-0.185,0.543,-0.18,0.391,-0.277,0.379
1862,4,1.207,2.099,0.047,0.482,-0.191,0.544,-0.156,0.388,-0.282,0.382
1862,5,-0.044,0.751,-0.107,0.538,-0.203,0.548,-0.135,0.393,-0.287,0.379
1862,6,0.058,1.431,-0.163,0.581,-0.223,0.548,-0.124,0.397,-0.278,0.381
1862,7,0.984,0.929,-0.202,0.483,-0.24,0.553,-0.134,0.402,-0.277,0.379
1862,8,-1.066,1.014,-0.258,0.427,-0.198,0.555,-0.129,0.403,-0.272,0.382
1862,9,-2.126,0.734,-0.347,0.412,-0.233,0.54,-0.135,0.404,-0.271,0.382
1862,10,0.59,0.951,-0.399,0.415,-0.207,0.543,-0.139,0.412,-0.286,0.382
1862,11,-1.405,1.224,-0.491,0.428,-0.228,0.542,-0.15,0.404,-0.299,0.385
1862,12,-0.501,1.874,-0.437,0.428,-0.203,0.536,-0.165,0.405,-0.311,0.383
1863,1,-0.682,1.102,-0.448,0.406,-0.196,0.513,-0.151,0.415,-0.314,0.382
1863,2,-0.689,2.706,-0.368,0.412,-0.195,0.506,-0.155,0.418,-0.309,0.389
1863,3,-0.484,0.899,-0.29,0.488,-0.124,0.518,-0.151,0.423,-0.3,0.386
1863,4,0.578,0.966,-0.399,0.469,-0.139,0.488,-0.163,0.423,-0.309,0.385
1863,5,-1.145,1.131,-0.31,0.443,-0.165,0.494,-0.148,0.421,-0.297,0.384
1863,6,0.704,0.78,-0.364,0.526,-0.208,0.504,-0.15,0.417,-0.293,0.382
1863,7,0.856,0.531,-0.398,0.626,-0.202,0.492,-0.143,0.416,-0.286,0.382
1863,8,-0.111,0.959,-0.453,0.77,-0.18,0.485,-0.142,0.415,-0.282,0.381
1863,9,-1.186,1.538,-0.454,0.814,-0.228,0.474,-0.16,0.416,-0.278,0.381
1863,10,-0.723,0.563,-0.433,0.908,-0.217,0.475,-0.177,0.428,-0.278,0.378
1863,11,-0.332,0.811,-0.219,1.008,-0.225,0.478,-0.195,0.435,-0.277,0.376
1863,12,-1.151,3.172,-0.201,1.011,-0.236,0.486,-0.17,0.449,-0.275,0.376
1864,1,-1.096,1.706,-0.279,1.039,-0.229,0.48,-0.154,0.454,-0.272,0.378
1864,2,-1.341,2.314,-0.182,1.086,-0.259,0.459,-0.147,0.464,-0.267,0.375
1864,3,-0.504,1.422,-0.104,1.045,-0.278,0.454,-0.171,0.469,-0.269,0.373
1864,4,0.831,2.201,-0.122,1.002,-0.301,0.447,-0.175,0.464,-0.268,0.37
1864,5,1.421,0.803,-0.176,0.906,-0.291,0.45,-0.172,0.471,-0.267,0.37
1864,6,0.923,1.06,-0.283,0.742,-0.269,0.45,-0.159,0.48,-0.262,0.372
1864,7,-0.081,1.728,-0.194,0.737,-0.251,0.432,-0.166,0.479,-0.253,0.371
1864,8,1.051,1.152,-0.137,0.622,-0.22,0.443,-0.172,0.481,-0.251,0.371
1864,9,-0.252,0.66,-0.306,0.551,-0.219,0.429,-0.172,0.471,-0.255,0.371
1864,10,-0.934,1.047,-0.345,0.419,-0.2,0.411,-0.171,0.48,-0.253,0.369
1864,11,-0.978,1.277,-0.473,0.394,-0.193,0.422,-0.178,0.489,-0.246,0.365
1864,12,-2.44,0.843,-0.447,0.374,-0.176,0.424,-0.181,0.494,-0.248,0.357
1865,1,-0.02,1.354,-0.479,0.379,-0.204,0.438,-0.205,0.498,-0.236,0.353
1865,2,-0.667,0.515,-0.635,0.383,-0.193,0.435,-0.179,0.509,-0.245,0.353
1865,3,-2.528,0.379,-0.503,0.416,-0.18,0.44,-0.178,0.495,-0.244,0.352
